"Playlist Date","Playlist Title","DJ ID","DJ Name",Date,Artist,Song,Release,Duration,ISRC,Released
"Nov 16, 2022","FM:The Old All Told",167320,Katarina,"Nov 16, 2022","Four Tops","Ask the Lonely","20th Century Masters - The Millennium Collection: The Best of Four Tops",2:44,USMO10119989,1999
"Nov 16, 2022","FM:The Old All Told",167320,Katarina,"Nov 16, 2022","Roberta Flack","Will You Still Love Me Tomorrow (Single Version)","Quiet Fire",4:07,USAT20002958,1971
"Nov 16, 2022","FM:The Old All Told",167320,Katarina,"Nov 16, 2022","The Commodores","Three Times A Lady (Single Version)","The Very Best of the Commodores",3:36,USMO17800521,1995
"Nov 16, 2022","FM:The Old All Told",167320,Katarina,"Nov 16, 2022","Elton John","I'm Still Standing","Too Low For Zero (Bonus Track Version)",3:03,GBALX8300190,1998
"Nov 16, 2022","FM:The Old All Told",167320,Katarina,"Nov 16, 2022","Stevie Wonder",Lately,"Hotter Than July",4:05,USMO18084665,2014
"Nov 16, 2022","FM:The Old All Told",167320,Katarina,"Nov 16, 2022",Journey,"Any Way You Want It",Departure,3:21,USSM18100114,1980
"Nov 16, 2022","DIG:guilty pleasure",169080,"Apurva Mahajan","Nov 16, 2022",Ovlov,"Where's My Dini?",Am,4:25,QMDA61320022,2013
"Nov 16, 2022","DIG:guilty pleasure",169080,"Apurva Mahajan","Nov 16, 2022",Slowdive,Altogether,Souvlaki,3:41,GBBQY0400042,
"Nov 16, 2022","DIG:guilty pleasure",169080,"Apurva Mahajan","Nov 16, 2022",Superbloom,Worms,Pollen,5:12,QZHN32159444,2021
"Nov 16, 2022","DIG:guilty pleasure",169080,"Apurva Mahajan","Nov 16, 2022","Built to Spill","Carry the Zero","Keep It Like a Secret",5:44,USWB19801008,1999
"Nov 16, 2022","DIG:guilty pleasure",169080,"Apurva Mahajan","Nov 16, 2022",Cloakroom,"Fear of Being Fixed","Dissolution Wave",3:46,US2642141905,2022
"Nov 16, 2022","DIG:guilty pleasure",169080,"Apurva Mahajan","Nov 16, 2022",Duster,"Sad Boys",Together,3:29,USCW62230113,2022
"Nov 16, 2022","DIG:guilty pleasure",169080,"Apurva Mahajan","Nov 16, 2022",Nirvana,"In Bloom",Nevermind,4:15,USGF19942502,2011
"Nov 16, 2022","DIG:guilty pleasure",169080,"Apurva Mahajan","Nov 16, 2022",Panchiko,"Kicking Cars",D>E>a>T>H>M>E>T>a>L,4:11,GBEF30000008,2000
"Nov 16, 2022","DIG:guilty pleasure",169080,"Apurva Mahajan","Nov 16, 2022",Hum,"I Hate It Too","You'd Prefer an Astronaut",5:59,USRC19401478,1995
"Nov 16, 2022","FM:The Old All Told",167320,Katarina,"Nov 16, 2022","Elton John","Goodbye Yellow Brick Road",Diamonds,3:16,GBUM71304956,2017
"Nov 16, 2022","DIG:guilty pleasure",169080,"Apurva Mahajan","Nov 16, 2022",Pinback,Crutch,Pinback,4:32,BEZ351100240,1999
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Evie Sands","One Fine Summer Morning","Any Way That You Want Me",3:22,USAM10110286,1969
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Wendy & Bonnie","You Keep Hanging up on My Mind",Genesis,2:50,QM7281717753,1969
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","The Velvet Underground,Nico","Femme Fatale","The Velvet Underground & Nico 45th Anniversary",2:39,,
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022","Rusty Clanton",Novels,"Calm & Normal - EP",5:52,USE831597652,2016
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022",Radiohead,"Subterranean Homesick Alien","OK Computer",4:28,GBAYE9701377,1997
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022","Omar Apollo","Evergreen (You Didn’t Deserve Me At All)","Ivory (Apple Music Up Next Film Edition)",3:37,USWB12200423,2021
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Lou Reed","Ride Into the Sun (Demo - Take 2)","I'm So Free: The 1971 RCA Demos",2:28,USRC12103133,2022
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022","My Chemical Romance","The Foundations of Decay","The Foundations of Decay - Single",6:01,USRE12200285,2022
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022",Mitski,Townie,"Bury Me At Makeout Creek",3:25,USA2B1511603,2016
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022","Mazzy Star","Fade into You","So Tonight That I Might See",4:56,USCA29300105,2016
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022","Lana Del Rey","Doin' Time","Norman Fucking Rockwell!",3:22,GBUM71903894,2019
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022","Harry Styles","As It Was","Harry's House",2:47,USSM12200612,2022
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Otis The 3rd",Time,"Time b/w Walk On By - Single",3:47,USCW60701616,2020
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Captain Beefheart & His Magic Band","I'm Glad","Safe As Milk",3:30,USBR16800018,1999
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Ronnie Lane's Slim Chance","Roll on Babe","Anymore for Anymore",3:21,DESK92090306,1974
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Dr. John","Did She Mention My Name","The Essential Recordings",2:46,UK3XS1300112,2013
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Jon McKiel","Mourning Dove","Bobby Joe Hope",4:41,CA0LX2000001,
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Robert Lester Folsom","Warm Horizons","Sunshine Only Sometimes: Archives Vol. 2, 1972–1975",2:41,,2022
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Silver Apples",Ruby,Contact,2:32,GBYWD1008363,2011
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022","Frank Ocean","Pink Matter (feat. André 3000)","channel ORANGE",4:29,USUM71207190,2012
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022",dodie,"Hate Myself","Build A Problem",3:28,QMBZ92061363,2021
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022",dodie,"Air So Sweet","Build A Problem",1:05,QMBZ92061351,2021
"Nov 16, 2022","DIG:harry styles chiropractor",164969,rehanna,"Nov 16, 2022","The 1975",Robbers,"The 1975",4:15,GBK3W1000199,2013
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Paul Simon","Run That Body Down","Paul Simon",3:52,,
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Townes Van Zandt","Velvet Voices","For the Sake of the Song",3:15,,1968
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Josephine Foster","Child of God","Blood Rushing",3:42,,
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Karen Dalton","Are You Leaving for the Country","In My Own Time (50th Anniversary Edition)",3:15,,
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","Margo Guryan","The Hum","27 Demos",2:45,USGP90715619,2014
"Nov 16, 2022","FM:The Old All Told",164838,"Molly Szymanski","Nov 16, 2022","The Everly Brothers","Lord of the Manor","Walk Right Back: The Everly Brothers on Warner Brothers, 1960-1969",4:50,,1993
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022",CAKE,"Frank Sinatra","Fashion Nugget",4:00,USCA19686700,1996
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022",Soundgarden,"Blow Up the Outside World",A-Sides,5:46,USAM19602231,1997
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022","Counting Crows","A Long December","Films About Ghosts - The Best of Counting Crows",4:57,USGF19697515,2004
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022",Weezer,"Tragic Girl","Pinkerton (Deluxe Edition)",5:26,USUM71022564,2016
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022","Reel Big Fish","Sell Out","Turn the Radio Off",3:47,USJI10200004,1996
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022",Sublime,"Doin' Time",Sublime,4:14,USUM70605191,2016
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022",Weezer,"You Gave Your Love to Me Softly","Pinkerton (Deluxe Edition)",1:59,USUM71021455,2016
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022","Fountains of Wayne","Sink to the Bottom","Fountains of Wayne",3:12,USAT20103014,2004
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022","Stone Temple Pilots","Trippin' On a Hole in a Paper Heart","Tiny Music...Songs from the Vatican Gift Shop",2:56,USAT29600111,1996
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022",Weezer,"Tired of Sex",Pinkerton,3:01,USGF19600701,2016
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022",Beck,Hotwax,"Odelay (Deluxe Edition)",3:50,USGF19682302,1996
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022","Butthole Surfers",Pepper,Electriclarryland,4:57,USCA29600428,1996
"Nov 16, 2022","FM:Weezer Wednesday",164786,"Leilani Martinez","Nov 16, 2022",Weezer,"El Scorcho",Pinkerton,4:03,USGF19600707,2016
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo","Pretty Boy","Ivory (Marfil) [Apple Music Up Next Film Edition]",3:10,USWB12202791,2021
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo","California Dreamin' - Spotify Single","Spotify Singles",2:54,,
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo",Petrified,"Ivory (Apple Music Up Next Film Edition)",3:17,USWB12200272,2021
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo",Unbothered,"Unbothered - Single",2:05,QM24S1706071,2018
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo","Invincible (feat. Daniel Caesar)","Ivory (Apple Music Up Next Film Edition)",3:36,USWB12200029,2021
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo",Frío,"Frío - Single",2:06,GBKPL1972767,2019
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo",Highlight,"Ivory (Marfil) [Apple Music Up Next Film Edition]",2:33,USWB12202789,2021
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo",Useless,Apolonio,3:04,USWB12003932,2020
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo","Want U Around (feat. Ruel)",Apolonio,4:08,USWB12003930,2020
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo","En El Olvido","Ivory (Apple Music Up Next Film Edition)",2:27,USWB12200420,2021
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo",Ugotme,Stereo,2:07,UST8K1751655,2018
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo","The Two of Us",Apolonio,2:32,USWB12003934,2020
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo",Brakelights,"Brakelights - Single",2:48,QZ8LD1732434,2017
"Nov 16, 2022","FM:Rogers 'Round The World",164804,"Colleen Rogers","Nov 16, 2022","Omar Apollo","Evergreen (You Didn’t Deserve Me At All)","Ivory (Marfil) [Apple Music Up Next Film Edition]",3:37,USWB12200423,2021
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022",FUR,"If You Know That I'm Lonely","If You Know That I'm Lonely - Single",2:47,GBKPL1788230,2017
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022",FUR,"Angel Eyes","Fur - EP",2:50,QZ93L1924312,2019
"Nov 15, 2022","DIG:Of the Nation, of the Globe",169438,"Zihan Chen","Nov 15, 2022","Angelique Kidjo","Toro Mata",Celia,4:30,FRUM71900033,2019
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022",BlackWaters,"I Want It All","I Want It All - Single",2:37,FRX281973499,2020
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022",CHILDCARE,Sugarcane,Wabi-Sabi,3:01,US5ED1900082,2019
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","Beach Riot","Tune in, Drop Out","Tune in, Drop Out - Single",2:50,GBZ521919901,2020
"Nov 15, 2022","DIG:Of the Nation, of the Globe",169438,"Zihan Chen","Nov 15, 2022",maNga,"Ya Evde Yoksan","Orhan Gencebay ile Bir Ömür, Vol. 1",4:05,TR0391200232,2012
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","High Tyde",Glow,"Glow - EP",3:04,GX53U2022842,2015
"Nov 15, 2022","DIG:Of the Nation, of the Globe",169438,"Zihan Chen","Nov 15, 2022","Mahmoud Ahmed","Bemen Sebeb Letlash","Éthiopiques, Vol. 7: Mahmoud Ahmed (1975)",4:34,FR6V80500995,2005
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","King No-One","Dead Hotel","Dead Hotel - Single",3:13,,2022
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","Hot Milk","Candy Coated Lie$","Candy Coated Lie$ - Single",2:58,TCAEN1932970,2019
"Nov 15, 2022","DIG:Of the Nation, of the Globe",169438,"Zihan Chen","Nov 15, 2022",Go_A,Жальменiна,#Ідиназвук,3:44,QM4TW2113816,2021
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","Declan Welsh and The Decadent West",Absurd,"Cheaply Bought, Expensively Sold",3:37,GBER71900193,2019
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","Frightened Rabbit","Swim Until You Can't See Land","Swim Until You Can't See Land - Single",4:19,GBDCA0901569,2009
"Nov 15, 2022","DIG:Of the Nation, of the Globe",169438,"Zihan Chen","Nov 15, 2022",二手玫瑰,"仙兒 (Live)",如你所願,4:24,CNZ511900099,2019
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","On Video","Bête Noire","Bête Noire - Single",2:49,USA2B2056349,2020
"Nov 15, 2022","DIG:Of the Nation, of the Globe",169438,"Zihan Chen","Nov 15, 2022",Tinariwen,Sastanàqqàm,Elwan,3:25,FRPH71600008,2017
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","Bad Nerves","New Shapes","Bad Nerves",1:45,GBGLW2000565,2020
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","Gaffa Tape Sandy","Bury Me",,,,
"Nov 15, 2022","DIG:Of the Nation, of the Globe",169438,"Zihan Chen","Nov 15, 2022",Juanes,"Nuestro Juramento",Origen,3:09,USUM72103997,2021
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","The Luka State","Bury Me","Room's On Fire",3:03,GBXFD1800001,2020
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","Sundara Karma","One Last Night on This Earth","Ulfilas' Alphabet",3:44,GBARL1801536,2019
"Nov 15, 2022","DIG:Of the Nation, of the Globe",169438,"Zihan Chen","Nov 15, 2022",A-WA,Zangabila,"Habib Galbi",3:49,IL4070901272,2016
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022",Vistas,"Follow You Down","Follow You Down - Single",2:16,,2022
"Nov 15, 2022","DIG:Of the Nation, of the Globe",169438,"Zihan Chen","Nov 15, 2022",M.I.A,Boyz,Kala,3:27,GBBKS0700178,2007
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022","Gender Roles","You Look Like Death",PRANG,3:57,QM6N21907789,2019
"Nov 15, 2022","FM:It's Indie Innit",164847,"Thomas Szymkiewicz","Nov 15, 2022",Moses,"River Thames","Almost Everything Is Bullshit",3:46,QZES51862208,2020
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","The Pietasters","Girl Take It Easy",Oolooloo,5:04,USA2B0854107,
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Morris Day","Jungle Love (Live)","It's About Time",2:56,USHR10421106,2004
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","The Lost Patrol",Alright,"Songs About Running Away",3:42,SEVHC0310040,2003
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","The Go! Team",Divebomb,"Get up Sequences Part Two",3:23,GBCSG2300002,2023
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Eric Hutchinson","Everybody’s Gotta Beating Heart","SING ALONG! with Eric Hutchinson - EP",3:51,USA2P2212387,2022
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Robbie Fulks","Fountains of Wayne Hotline","Fountains of Wayne Hotline - Single",5:29,USA2B0553021,2005
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Fountains of Wayne","Barbara H.","Fountains of Wayne",3:24,USAT20103018,2004
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022",Ivy,"Ba Ba Ba","Apartment Life",3:23,USUR30300038,1997
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Future Islands",Peach,"Peach - Single",3:14,GBAFL2100385,2021
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Ben Lee","Catch My Disease (That's The Way I Like It)","Awake Is the New Sleep",4:15,US27Q0460704,2005
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Manchester Orchestra","No Rule","No Rule - Single",5:26,,2022
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Jets to Brazil","Crown of the Valley","Orange Rhyming Dictionary",4:55,USA6M0403801,2016
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Jeff Rosenstock","You, in Weird Cities","We Cool?",3:40,USA6G1455602,2015
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","feeble little horse","Dog Song 2",Hayday,2:11,,2021
"Nov 15, 2022","DIG: Sounds Like Theirs",168883,"Lydia Shreves","Nov 15, 2022","Steve Lacy","C U Girl","C U Girl - Single",2:10,TCACH1579144,2015
"Nov 15, 2022","DIG: Sounds Like Theirs",168883,"Lydia Shreves","Nov 15, 2022","Blood Orange","Out Of Your League (feat. Steve Lacy)","Negro Swan",2:21,GBCEL1800209,2018
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022",Stars,"Capelton Hill","From Capelton Hill",4:45,CAL452204107,2022
"Nov 15, 2022","DIG: Sounds Like Theirs",168883,"Lydia Shreves","Nov 15, 2022","Kali Uchis","Just a Stranger (feat. Steve Lacy)",Isolation,2:58,GBUM71702544,2018
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Soul Coughing","St. Louise Is Listening","El Oso",4:29,GBAAP0200646,1998
"Nov 15, 2022","DIG: Sounds Like Theirs",168883,"Lydia Shreves","Nov 15, 2022","Isaiah Rashad","Silkk Da Shocka (feat. Syd)","The Sun's Tirade",2:46,TCACR1649840,2016
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Free Range","All My Thoughts","All My Thoughts - Single",3:45,,2022
"Nov 15, 2022","DIG: Sounds Like Theirs",168883,"Lydia Shreves","Nov 15, 2022","Steve Lacy",Helmet,"Gemini Rights",3:22,USRC12203021,2022
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Taylor Swift",Anti-Hero,"Midnights (3am Edition)",3:21,,2022
"Nov 15, 2022","DIG: Sounds Like Theirs",168883,"Lydia Shreves","Nov 15, 2022","Steve Lacy","Thats No Fun","The Lo-Fis",2:42,TCAFF2074345,2020
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Paul Simon",Wristband,"Stranger to Stranger",3:18,USC4R1604813,2016
"Nov 15, 2022","DIG: Sounds Like Theirs",168883,"Lydia Shreves","Nov 15, 2022","Steve Lacy","Atomic Vomit","The Lo-Fis",1:30,TCAFF2074291,2020
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022",Blondie,"Hanging On the Telephone","Greatest Hits: Blondie",2:23,USCH38500013,2006
"Nov 15, 2022","DIG: Sounds Like Theirs",168883,"Lydia Shreves","Nov 15, 2022","Ravyn Lenae","The Night Song","Crush - EP",3:39,USAT21800537,2018
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Green Day",Waiting,"International Superhits!",3:14,USRE11600586,2001
"Nov 15, 2022","DIG: Sounds Like Theirs",168883,"Lydia Shreves","Nov 15, 2022","Kendrick Lamar",PRIDE.,DAMN.,4:35,USUM71703084,2017
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022",Phoenix,"After Midnight","Alpha Zulu",3:12,,2022
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","White Reaper",Pages,"Asking For A Ride",2:34,,2022
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","Caitlin Rose","Getting It Right (feat. Courtney Marie Andrews)",CAZIMI,2:50,,2022
"Nov 15, 2022","DIG: Sounds Like Theirs",168883,"Lydia Shreves","Nov 15, 2022","J. Cole","Foldin Clothes","4 Your Eyez Only",5:17,QMJMT1601090,2016
"Nov 15, 2022","FM:The New Indie Canon 2022.11.15",164771,"Patchen Mortimer","Nov 15, 2022","The Strokes","Last Nite","Is This It",3:13,USRC10100765,2001
